"PointID","x","y","Pressure","Velocity_x","Velocity_y","Enthalpy","Turb_Kin_Energy","Omega","Species_0","Species_1"
682, 4.722432622492121e-03, 1.129559391422454e-02, 2.630457268654286e+00, 1.033455137666704e+00, -3.139114197148144e-02, 3.014108999999999e+05, 3.775142823366142e-03, 3.370241638602964e+01, 5.001524190861626e-01, 5.001524186557351e-01
683, 8.972621983313722e-03, 1.129559391441010e-02, 2.610056139351791e+00, 1.050877102362850e+00, -2.958466181962350e-02, 3.014109000000000e+05, 3.700844710118945e-03, 4.256793551646715e+01, 4.998421551814443e-01, 4.998421530795215e-01
684, 1.279779239749806e-02, 1.129559391457711e-02, 2.598540523271650e+00, 1.061188963820462e+00, -2.579829704024231e-02, 3.014109000000000e+05, 3.605672386770877e-03, 5.164535174905235e+01, 4.997720100535685e-01, 4.997720005971240e-01
685, 1.624044578956306e-02, 1.129559391472741e-02, 2.591908829827676e+00, 1.067409558640057e+00, -2.277306589013137e-02, 3.014109000000000e+05, 3.504427224689723e-03, 6.022571780964986e+01, 4.998294831662911e-01, 4.998294442418244e-01
686, 1.933883384285125e-02, 1.129559391486269e-02, 2.587237057941833e+00, 1.071421570221069e+00, -2.093981469675198e-02, 3.014109000000000e+05, 3.404372672614327e-03, 6.815429925516877e+01, 4.999077285132631e-01, 4.999075820836850e-01
687, 2.212738308519909e-02, 1.129559391498444e-02, 2.583831059503144e+00, 1.074067354728339e+00, -2.027278282737017e-02, 3.014109000000000e+05, 3.308929813731292e-03, 7.552457215900762e+01, 4.999767718075867e-01, 4.999762678049365e-01
688, 2.463707741691583e-02, 1.129559391509401e-02, 2.581293103182814e+00, 1.075767108724331e+00, -2.067120787629384e-02, 3.014109000000000e+05, 3.219486189822828e-03, 8.252183041064623e+01, 5.000301602280194e-01, 5.000285697251085e-01
689, 2.689580232037239e-02, 1.129559391519263e-02, 2.579475540447360e+00, 1.076722624465865e+00, -2.207803778877705e-02, 3.014108999999999e+05, 3.136421091649039e-03, 8.936032394317441e+01, 5.000704225203186e-01, 5.000658086438104e-01
690, 2.892865472708619e-02, 1.129559391528138e-02, 2.578281311468103e+00, 1.077043743747107e+00, -2.447091633223276e-02, 3.014109000000000e+05, 3.059653003390475e-03, 9.625640416391956e+01, 5.001011723515441e-01, 5.000888322435799e-01
691, 3.075822192140391e-02, 1.129559391536126e-02, 2.577640158943110e+00, 1.076796677477828e+00, -2.783922592846140e-02, 3.014109000000000e+05, 2.988955294390960e-03, 1.034169244698104e+02, 5.001259780572506e-01, 5.000954491250474e-01
692, 3.240483236405031e-02, 1.129559391543314e-02, 2.577482659618065e+00, 1.076027301667883e+00, -3.216267390399173e-02, 3.014109000000000e+05, 2.924116852941467e-03, 1.110323112905552e+02, 5.001485014864829e-01, 5.000783935731804e-01
693, 3.388678174350950e-02, 1.129559391549785e-02, 2.577737663631711e+00, 1.074770293581616e+00, -3.739921829273675e-02, 3.014108999999999e+05, 2.865002540078419e-03, 1.192708070255846e+02, 5.001732394875847e-01, 5.000232376258217e-01
694, 3.522053618810739e-02, 1.129559391555608e-02, 2.578330959809692e+00, 1.073053313315054e+00, -4.347971724890936e-02, 3.014108999999999e+05, 2.811555372166973e-03, 1.282728595637938e+02, 5.002062212163534e-01, 4.999060419079291e-01
695, 3.642091519701877e-02, 1.129559391560849e-02, 2.579187453604241e+00, 1.070898243321261e+00, -5.030775958062041e-02, 3.014109000000000e+05, 2.763766457192204e-03, 1.381451739696394e+02, 5.002555079927854e-01, 4.996914242311239e-01
696, 3.750125632385071e-02, 1.129559391565565e-02, 2.580235942004590e+00, 1.068321842633483e+00, -5.776448019741037e-02, 3.014109000000001e+05, 2.721632108044561e-03, 1.489552859755427e+02, 5.003313614747603e-01, 4.993319888044281e-01
697, 3.847356335253665e-02, 1.129559391569810e-02, 2.581412914374881e+00, 1.065337446571185e+00, -6.571631253982202e-02, 3.014109000000000e+05, 2.685107217797958e-03, 1.607275083858904e+02, 5.004459282182460e-01, 4.987699627663498e-01
698, 3.934863965321330e-02, 1.129559391573631e-02, 2.582664484487437e+00, 1.061957660626553e+00, -7.402325136739911e-02, 3.014109000000000e+05, 2.654072880079462e-03, 1.734417841623840e+02, 5.006123937739170e-01, 4.979415207106017e-01
699, 4.013620832913328e-02, 1.129559391577069e-02, 2.583946130129854e+00, 1.058196939327950e+00, -8.254583353701940e-02, 3.014109000000000e+05, 2.628323256858823e-03, 1.870354521702904e+02, 5.008436315997029e-01, 4.967835855054729e-01
700, 4.084502015896843e-02, 1.129559391580164e-02, 2.585223423278289e+00, 1.054073703875115e+00, -9.115153865992283e-02, 3.014109000000000e+05, 2.607566930556379e-03, 2.014078684534486e+02, 5.011505775741042e-01, 4.952422176455267e-01
701, 4.148295081279151e-02, 1.129559391582949e-02, 2.586471403676375e+00, 1.049612242560767e+00, -9.971992283120970e-02, 3.014109000000001e+05, 2.591438195260785e-03, 2.164275310638339e+02, 5.015406018915407e-01, 4.932810161128269e-01
702, 4.205708839725905e-02, 1.129559391585456e-02, 2.587672585730497e+00, 1.044843776732245e+00, -1.081459847486375e-01, 3.014109000000000e+05, 2.579514478088957e-03, 2.319408241746939e+02, 5.020162246933186e-01, 4.908876882919513e-01
703, 4.257381221008383e-02, 1.129559391587712e-02, 2.588816248644060e+00, 1.039806804818995e+00, -1.163428651403568e-01, 3.014109000000000e+05, 2.571328754998457e-03, 2.477812423659128e+02, 5.025745451657503e-01, 4.880771915353095e-01
704, 4.303886363115864e-02, 1.129559391589742e-02, 2.589895816829706e+00, 1.034546737357394e+00, -1.242421841334706e-01, 3.014109000000000e+05, 2.566399795340288e-03, 2.637794824905920e+02, 5.032075195685080e-01, 4.848905011758677e-01
705, 4.345740992928259e-02, 1.129559391591570e-02, 2.590907016937973e+00, 1.029114440140902e+00, -1.317925641527317e-01, 3.014109000000000e+05, 2.564257144117906e-03, 2.797713987337717e+02, 5.039030337508452e-01, 4.813892782715783e-01
706, 4.383410160745275e-02, 1.129559391593214e-02, 2.591847690116002e+00, 1.023564370466888e+00, -1.389583336662070e-01, 3.014109000000000e+05, 2.564457374006429e-03, 2.956042857947713e+02, 5.046465228617885e-01, 4.776478095022043e-01
707, 4.417312410722294e-02, 1.129559391594695e-02, 2.592716748244353e+00, 1.017952729904973e+00, -1.457181082694001e-01, 3.014109000000000e+05, 2.566594127030513e-03, 3.111409966178548e+02, 5.054227128263133e-01, 4.737442706866755e-01
708, 4.447824434787102e-02, 1.129559391596027e-02, 2.593511322777481e+00, 1.012335014886313e+00, -1.520638140578967e-01, 3.014109000000000e+05, 2.570296486635142e-03, 3.262524622293852e+02, 5.062170942547852e-01, 4.697532527550414e-01
709, 4.475285257492834e-02, 1.129559391597225e-02, 2.594231182832631e+00, 1.006765291491559e+00, -1.579957297059486e-01, 3.014109000000001e+05, 2.575179625690895e-03, 3.406627092148867e+02, 5.070170440534839e-01, 4.657408522262798e-01
710, 4.722432621537506e-03, 1.174017872913287e-02, 2.630916769553843e+00, 1.037045557134611e+00, -3.376674181739541e-02, 3.014108999999999e+05, 3.742400403601824e-03, 4.107441192575215e+01, 5.000867492768297e-01, 5.000867488367496e-01
711, 8.972621982522987e-03, 1.174017872929000e-02, 2.609640559382012e+00, 1.054858695018987e+00, -3.104896070571690e-02, 3.014109000000000e+05, 3.621458274337856e-03, 5.697509054864046e+01, 4.997867764771362e-01, 4.997867742966047e-01
712, 1.279779239681168e-02, 1.174017872943142e-02, 2.597984804813714e+00, 1.064942576359131e+00, -2.672026399583543e-02, 3.014109000000000e+05, 3.480663345575622e-03, 7.267682375738794e+01, 4.997574732776431e-01, 4.997574633249064e-01
713, 1.624044578896823e-02, 1.174017872955870e-02, 2.591513718841822e+00, 1.070616135348949e+00, -2.338845732821331e-02, 3.014109000000000e+05, 3.339155492330497e-03, 8.708717732507807e+01, 4.998466047843957e-01, 4.998465632612174e-01
714, 1.933883384233640e-02, 1.174017872967325e-02, 2.586999124972569e+00, 1.073894118738555e+00, -2.136123910147261e-02, 3.014109000000000e+05, 3.205734450450363e-03, 1.001047777789561e+02, 4.999412056972803e-01, 4.999410475211122e-01
715, 2.212738308475425e-02, 1.174017872977635e-02, 2.583766379815873e+00, 1.075644692052611e+00, -2.054644650114533e-02, 3.014109000000000e+05, 3.084006116863183e-03, 1.120294948124010e+02, 5.000175751550677e-01, 5.000170242835863e-01
716, 2.463707741651158e-02, 1.174017872986913e-02, 2.581423455006889e+00, 1.076296402512309e+00, -2.080992522473020e-02, 3.014109000000000e+05, 2.974861168553606e-03, 1.232714888081450e+02, 5.000739534552007e-01, 5.000721956336369e-01
717, 2.689580232004340e-02, 1.174017872995264e-02, 2.579839050994679e+00, 1.076047850050749e+00, -2.207656364280497e-02, 3.014108999999999e+05, 2.877917830558139e-03, 1.342457294762613e+02, 5.001154658414434e-01, 5.001103126033372e-01
718, 2.892865472678865e-02, 1.174017873002780e-02, 2.578927645546637e+00, 1.074998990437076e+00, -2.431330368685647e-02, 3.014109000000000e+05, 2.792285589727221e-03, 1.453349032381555e+02, 5.001469075757121e-01, 5.001329865085912e-01
719, 3.075822192116296e-02, 1.174017873009544e-02, 2.578627387366581e+00, 1.073200782914745e+00, -2.750207862998192e-02, 3.014109000000000e+05, 2.716993427481682e-03, 1.568786172451949e+02, 5.001724536174863e-01, 5.001376862667406e-01
720, 3.240483236384473e-02, 1.174017873015631e-02, 2.578872916385053e+00, 1.070680702624930e+00, -3.161631962060497e-02, 3.014108999999999e+05, 2.651186116882566e-03, 1.691677793159629e+02, 5.001963130354878e-01, 5.001157576220564e-01
721, 3.388678174333497e-02, 1.174017873021110e-02, 2.579593387495350e+00, 1.067454513077633e+00, -3.660805840416251e-02, 3.014109000000000e+05, 2.594158781662439e-03, 1.824381282323465e+02, 5.002237506861090e-01, 5.000499524330168e-01
722, 3.522053618795958e-02, 1.174017873026042e-02, 2.580711074023130e+00, 1.063533480644419e+00, -4.240210810505445e-02, 3.014109000000000e+05, 2.545341525784143e-03, 1.968651878133246e+02, 5.002619749532532e-01, 4.999114664388166e-01
723, 3.642091519689396e-02, 1.174017873030479e-02, 2.582143793535232e+00, 1.058928374206229e+00, -4.889555506814028e-02, 3.014109000000000e+05, 2.504248212676698e-03, 2.125580954313436e+02, 5.003207797813999e-01, 4.996573763670566e-01
724, 3.750125632373994e-02, 1.174017873034474e-02, 2.583811043460436e+00, 1.053652469361217e+00, -5.596282671437267e-02, 3.014109000000000e+05, 2.470413734746470e-03, 2.295551876455411e+02, 5.004127584398163e-01, 4.992296326897040e-01
725, 3.847356335244914e-02, 1.174017873038068e-02, 2.585638491561144e+00, 1.047724738748410e+00, -6.346413775573589e-02, 3.014109000000000e+05, 2.443313246434473e-03, 2.478218851831750e+02, 5.005529170630482e-01, 4.985567210163426e-01
726, 3.934863965314069e-02, 1.174017873041303e-02, 2.587560761297499e+00, 1.041172691315737e+00, -7.125445495463262e-02, 3.014109000000001e+05, 2.422347071451138e-03, 2.672572590495200e+02, 5.007576540114613e-01, 4.975586970940709e-01
727, 4.013620832907333e-02, 1.174017873044215e-02, 2.589522096321362e+00, 1.034034460197013e+00, -7.919076393445364e-02, 3.014109000000000e+05, 2.406867290673036e-03, 2.877037523355003e+02, 5.010431257767184e-01, 4.961554579554022e-01
728, 4.084502015891663e-02, 1.174017873046836e-02, 2.591477902027150e+00, 1.026360075488217e+00, -8.713909170990369e-02, 3.014109000000000e+05, 2.396199010890958e-03, 3.089588359553963e+02, 5.014232102515397e-01, 4.942772375562187e-01
729, 4.148295081275174e-02, 1.174017873049194e-02, 2.593394397048459e+00, 1.018211896761014e+00, -9.498009295658243e-02, 3.014108999999999e+05, 2.389662442212939e-03, 3.307894013078073e+02, 5.019074018875790e-01, 4.918755306350808e-01
730, 4.205708839722716e-02, 1.174017873051317e-02, 2.595246562335319e+00, 1.009663314766378e+00, -1.026122879259114e-01, 3.014108999999998e+05, 2.386591613876734e-03, 3.529467813921881e+02, 5.024990592856781e-01, 4.889322246165100e-01
731, 4.257381221005881e-02, 1.174017873053227e-02, 2.597019500901797e+00, 1.000796380439576e+00, -1.099546756098492e-01, 3.014108999999999e+05, 2.386284899634065e-03, 3.751783166249757e+02, 5.031944778841594e-01, 4.854647851743671e-01
732, 4.303886363113933e-02, 1.174017873054947e-02, 2.598705326731899e+00, 9.916981887130395e-01, -1.169468569874298e-01, 3.014108999999999e+05, 2.388140894847266e-03, 3.972488877932152e+02, 5.039830327413501e-01, 4.815258495184584e-01
733, 4.345740992926735e-02, 1.174017873056494e-02, 2.600297726600843e+00, 9.824587224674753e-01, -1.235473262555603e-01, 3.014108999999999e+05, 2.391678464514871e-03, 4.189452899027550e+02, 5.048483980078530e-01, 4.771970957396739e-01
734, 4.383410160744233e-02, 1.174017873057887e-02, 2.601793752196118e+00, 9.731676364339382e-01, -1.297318148250276e-01, 3.014109000000000e+05, 2.396513161814578e-03, 4.400814885273867e+02, 5.057706926267467e-01, 4.725786251954581e-01
735, 4.417312410721588e-02, 1.174017873059140e-02, 2.603192438687263e+00, 9.639115689245972e-01, -1.354911682137799e-01, 3.014109000000000e+05, 2.402337472054972e-03, 4.605018798973982e+02, 5.067289637139943e-01, 4.677765216091270e-01
736, 4.447824434786678e-02, 1.174017873060268e-02, 2.604490669327021e+00, 9.547712152348802e-01, -1.408288987087900e-01, 3.014109000000000e+05, 2.408898584329926e-03, 4.800698212583307e+02, 5.077034121358730e-01, 4.628916271077944e-01
737, 4.475285257492644e-02, 1.174017873061283e-02, 2.605689003361936e+00, 9.458212798445145e-01, -1.457562948248691e-01, 3.014109000000000e+05, 2.415937937232448e-03, 4.984777736666127e+02, 5.086771181865066e-01, 4.580118932869933e-01
738, 4.722432620678353e-03, 1.214030506547396e-02, 2.631246662971890e+00, 1.040649056459059e+00, -3.601055687174639e-02, 3.014109000000000e+05, 3.681967786751972e-03, 5.482855111608470e+01, 5.000037132571412e-01, 5.000037128083658e-01
739, 8.972621981811323e-03, 1.214030506560646e-02, 2.609168506120756e+00, 1.058653189062495e+00, -3.235127356831128e-02, 3.014109000000000e+05, 3.493431120301269e-03, 8.312329246784566e+01, 4.997352047825165e-01, 4.997352025267784e-01
740, 1.279779239619393e-02, 1.214030506572572e-02, 2.597406754845426e+00, 1.068127867116368e+00, -2.747581916731998e-02, 3.014109000000000e+05, 3.291092881070456e-03, 1.098256045580994e+02, 4.997556893763514e-01, 4.997556789389274e-01
741, 1.624044578843288e-02, 1.214030506583305e-02, 2.591100262282267e+00, 1.072670931012701e+00, -2.382185347567619e-02, 3.014109000000000e+05, 3.101057810379436e-03, 1.333669489534917e+02, 4.998768624748546e-01, 4.998768183860809e-01
742, 1.933883384187304e-02, 1.214030506592966e-02, 2.586741116396584e+00, 1.074458163469041e+00, -2.157468324691714e-02, 3.014109000000000e+05, 2.933417281726386e-03, 1.540155629535593e+02, 4.999857850341496e-01, 4.999856151686172e-01
743, 2.212738308435388e-02, 1.214030506601660e-02, 2.583676351518976e+00, 1.074428164707252e+00, -2.057792833603364e-02, 3.014109000000000e+05, 2.790489910971786e-03, 1.726079368241164e+02, 5.000675581664065e-01, 5.000669603282576e-01
744, 2.463707741614775e-02, 1.214030506609484e-02, 2.581520417761129e+00, 1.073056704497945e+00, -2.066489400397028e-02, 3.014109000000001e+05, 2.670929780460065e-03, 1.900070489048870e+02, 5.001256871416236e-01, 5.001237605431883e-01
745, 2.689580231974733e-02, 1.214030506616526e-02, 2.580156621216144e+00, 1.070566685378175e+00, -2.174117224340389e-02, 3.014109000000000e+05, 2.572018613917606e-03, 2.069575894431824e+02, 5.001678297643584e-01, 5.001621289792335e-01
746, 2.892865472652086e-02, 1.214030506622864e-02, 2.579509422556998e+00, 1.067064470768150e+00, -2.376049026035561e-02, 3.014109000000001e+05, 2.490753977112441e-03, 2.240653552991497e+02, 5.001997951324397e-01, 5.001842591485948e-01
747, 3.075822192094609e-02, 1.214030506628568e-02, 2.579523773711363e+00, 1.062594378038231e+00, -2.669419537377946e-02, 3.014109000000001e+05, 2.424413605145810e-03, 2.418143756273584e+02, 5.002262232063932e-01, 5.001871005618882e-01
748, 3.240483236365969e-02, 1.214030506633702e-02, 2.580136952372854e+00, 1.057170801024143e+00, -3.050627619805353e-02, 3.014108999999999e+05, 2.370737566785764e-03, 2.605781737222735e+02, 5.002517841004296e-01, 5.001604323574703e-01
749, 3.388678174317788e-02, 1.214030506638322e-02, 2.581276502141277e+00, 1.050795984230490e+00, -3.514007836406336e-02, 3.014109000000000e+05, 2.327806720491111e-03, 2.806180931281065e+02, 5.002824558832929e-01, 5.000839369700494e-01
750, 3.522053618782653e-02, 1.214030506642481e-02, 2.582859062876234e+00, 1.043471694411092e+00, -4.051242460836908e-02, 3.014109000000000e+05, 2.294055660634465e-03, 3.020938828000087e+02, 5.003265976116940e-01, 4.999235518200594e-01
751, 3.642091519678164e-02, 1.214030506646223e-02, 2.584794003294459e+00, 1.035207891620842e+00, -4.651314653940707e-02, 3.014109000000000e+05, 2.268192639561691e-03, 3.250605879247007e+02, 5.003957494282816e-01, 4.996282147174816e-01
752, 3.750125632364024e-02, 1.214030506649591e-02, 2.586989772592049e+00, 1.026029258848683e+00, -5.301081430507600e-02, 3.014109000000000e+05, 2.249094406221188e-03, 3.494699189336982e+02, 5.005048798730576e-01, 4.991283430180153e-01
753, 3.847356335237037e-02, 1.214030506652622e-02, 2.589360908259354e+00, 1.015979191573851e+00, -5.986125571371515e-02, 3.014109000000000e+05, 2.235560422256716e-03, 3.751696928571974e+02, 5.006719646571552e-01, 4.983375225200997e-01
754, 3.934863965307534e-02, 1.214030506655351e-02, 2.591832903199396e+00, 1.005118605086397e+00, -6.691687268525662e-02, 3.014109000000000e+05, 2.226449070417082e-03, 4.019384087237938e+02, 5.009168032663305e-01, 4.971582639562989e-01
755, 4.013620832901937e-02, 1.214030506657806e-02, 2.594340031709470e+00, 9.935274373191590e-01, -7.403504835266561e-02, 3.014109000000000e+05, 2.220823357529518e-03, 4.295011102394586e+02, 5.012590591042708e-01, 4.954917322770322e-01
756, 4.084502015886998e-02, 1.214030506660016e-02, 2.596827681879943e+00, 9.813051824276626e-01, -8.108559108802828e-02, 3.014109000000000e+05, 2.217896182304809e-03, 4.575422532039445e+02, 5.017158063147802e-01, 4.932504000247211e-01
757, 4.148295081271592e-02, 1.214030506662005e-02, 2.599253805522777e+00, 9.685680138103131e-01, -8.795597215925174e-02, 3.014109000000000e+05, 2.217002060656714e-03, 4.857294987250025e+02, 5.022989532181600e-01, 4.903716137044893e-01
758, 4.205708839719845e-02, 1.214030506663795e-02, 2.601587990188519e+00, 9.554441201816167e-01, -9.455362502135223e-02, 3.014109000000000e+05, 2.217570330735239e-03, 5.137347163848033e+02, 5.030129998062366e-01, 4.868295627086791e-01
759, 4.257381221003629e-02, 1.214030506665406e-02, 2.603810479107579e+00, 9.420674946594804e-01, -1.008079427302563e-01, 3.014109000000000e+05, 2.218545754267252e-03, 5.412523828807167e+02, 5.038536444581264e-01, 4.826429422440009e-01
760, 4.303886363112197e-02, 1.214030506666856e-02, 2.605910395618675e+00, 9.285719502432065e-01, -1.066705364687332e-01, 3.014109000000000e+05, 2.219763957657415e-03, 5.680145354823028e+02, 5.048076317501251e-01, 4.778762135464416e-01
761, 4.345740992925364e-02, 1.214030506668161e-02, 2.607882119191335e+00, 9.150871719195109e-01, -1.121126434680687e-01, 3.014109000000000e+05, 2.221300980016623e-03, 5.937959465832724e+02, 5.058540108471198e-01, 4.726334190994909e-01
762, 4.383410160743297e-02, 1.214030506669335e-02, 2.609725159116641e+00, 9.017341230398035e-01, -1.171229364312228e-01, 3.014109000000000e+05, 2.223213927191938e-03, 6.184182953157525e+02, 5.069667411589569e-01, 4.670451822788878e-01
763, 4.417312410720953e-02, 1.214030506670392e-02, 2.611442313176864e+00, 8.886217494611977e-01, -1.217047934721974e-01, 3.014109000000000e+05, 2.225541615582640e-03, 6.417497925971815e+02, 5.081180208785568e-01, 4.612519226056513e-01
764, 4.447824434786297e-02, 1.214030506671344e-02, 2.613034472648608e+00, 8.758445523216604e-01, -1.258728985286896e-01, 3.014108999999999e+05, 2.228297575044571e-03, 6.636884075495055e+02, 5.092815098810394e-01, 4.553875041388576e-01
765, 4.475285257492470e-02, 1.214030506672200e-02, 2.614508258391753e+00, 8.634845711978969e-01, -1.296490836547423e-01, 3.014109000000000e+05, 2.231444949031098e-03, 6.839576324338645e+02, 5.104349231532475e-01, 4.495673376762729e-01
766, 4.722432619905114e-03, 1.250041877444097e-02, 2.631419799594715e+00, 1.044173439240751e+00, -3.810565527426009e-02, 3.014108999999999e+05, 3.580931469151202e-03, 8.067238182204554e+01, 4.999058944575699e-01, 4.999058940007768e-01
767, 8.972621981170825e-03, 1.250041877455845e-02, 2.608635816845453e+00, 1.061757312064940e+00, -3.346218796900524e-02, 3.014109000000000e+05, 3.298784311177898e-03, 1.301598238649446e+02, 4.996914877508867e-01, 4.996914854230165e-01
768, 1.279779239563796e-02, 1.250041877466419e-02, 2.596816604306283e+00, 1.069606474654682e+00, -2.800739615244591e-02, 3.014109000000000e+05, 3.023583184126563e-03, 1.738636123868020e+02, 4.997691825372770e-01, 4.997691716294096e-01
769, 1.624044578795108e-02, 1.250041877475935e-02, 2.590691349208506e+00, 1.071671816387744e+00, -2.398694251772383e-02, 3.014109000000000e+05, 2.788133910019907e-03, 2.104078364554376e+02, 4.999215393843748e-01, 4.999214927889210e-01
770, 1.933883384145602e-02, 1.250041877484499e-02, 2.586499153051574e+00, 1.070415904136027e+00, -2.146975474407870e-02, 3.014109000000000e+05, 2.599272097063716e-03, 2.414306701697374e+02, 5.000421184277202e-01, 5.000419370803114e-01
771, 2.212738308399356e-02, 1.250041877492207e-02, 2.583608050674829e+00, 1.066967402337533e+00, -2.023837475554520e-02, 3.014109000000000e+05, 2.453245916034976e-03, 2.689364452034750e+02, 5.001269408443197e-01, 5.001262966417096e-01
772, 2.463707741582030e-02, 1.250041877499144e-02, 2.581637826983048e+00, 1.061937318073485e+00, -2.009373612502347e-02, 3.014109000000000e+05, 2.342733594501755e-03, 2.945063513107440e+02, 5.001850531669010e-01, 5.001829591329280e-01
773, 2.689580231948085e-02, 1.250041877505388e-02, 2.580483634741698e+00, 1.055628435838747e+00, -2.091981769066868e-02, 3.014109000000000e+05, 2.260194293681511e-03, 3.192702579191460e+02, 5.002264809466932e-01, 5.002202343114407e-01
774, 2.892865472627985e-02, 1.250041877511007e-02, 2.580077256025145e+00, 1.048182925460778e+00, -2.265377082974031e-02, 3.014109000000000e+05, 2.198957286132212e-03, 3.440151994162621e+02, 5.002578659294944e-01, 5.002407123221342e-01
775, 3.075822192075090e-02, 1.250041877516064e-02, 2.580367476790271e+00, 1.039649605225926e+00, -2.525303474057147e-02, 3.014109000000000e+05, 2.153806027241440e-03, 3.693080008537407e+02, 5.002841771585096e-01, 5.002406717499781e-01
776, 3.240483236349317e-02, 1.250041877520615e-02, 2.581291971644981e+00, 1.030032711147917e+00, -2.866966106857966e-02, 3.014109000000000e+05, 2.120870335192612e-03, 3.955437927037806e+02, 5.003104486781272e-01, 5.002081849984363e-01
777, 3.388678174303652e-02, 1.250041877524712e-02, 2.582777394736184e+00, 1.019322968431567e+00, -3.283612887412676e-02, 3.014109000000000e+05, 2.096804686048578e-03, 4.229397320901861e+02, 5.003433360954352e-01, 5.001197308888736e-01
778, 3.522053618770679e-02, 1.250041877528399e-02, 2.584738214429386e+00, 1.007509717356183e+00, -3.765985963009538e-02, 3.014109000000000e+05, 2.079276946775351e-03, 4.516122861358432e+02, 5.003923627316660e-01, 4.999358082290162e-01
779, 3.642091519668053e-02, 1.250041877531716e-02, 2.587075873376118e+00, 9.946025167826382e-01, -4.302454807184736e-02, 3.014109000000000e+05, 2.066638903717328e-03, 4.815377830621737e+02, 5.004708079299410e-01, 4.995968764552162e-01
780, 3.750125632355051e-02, 1.250041877534703e-02, 2.589689464931900e+00, 9.806413492006022e-01, -4.879571965895572e-02, 3.014109000000000e+05, 2.057619094358417e-03, 5.125650806986422e+02, 5.005960252106993e-01, 4.990213249916766e-01
781, 3.847356335229948e-02, 1.250041877537390e-02, 2.592482263020748e+00, 9.656997903841490e-01, -5.482866491077880e-02, 3.014109000000000e+05, 2.050132828516099e-03, 5.444386512945817e+02, 5.007889895583847e-01, 4.981071710503838e-01
782, 3.934863965301653e-02, 1.250041877539809e-02, 2.595367637583198e+00, 9.498827003897631e-01, -6.097814840433515e-02, 3.014109000000001e+05, 2.043032816788161e-03, 5.768305188834266e+02, 5.010729486988235e-01, 4.967385431230102e-01
783, 4.013620832897083e-02, 1.250041877541986e-02, 2.598270009354426e+00, 9.333241628635173e-01, -6.710781665027968e-02, 3.014109000000001e+05, 2.036182814090128e-03, 6.093662472542903e+02, 5.014711720706837e-01, 4.947968943941713e-01
784, 4.084502015882802e-02, 1.250041877543945e-02, 2.601127202831989e+00, 9.161822685434765e-01, -7.309723538974254e-02, 3.014109000000000e+05, 2.029436290545397e-03, 6.416539795907946e+02, 5.020041112456010e-01, 4.921757618563240e-01
785, 4.148295081268370e-02, 1.250041877545709e-02, 2.603891647806850e+00, 8.986308865984950e-01, -7.884617907808124e-02, 3.014109000000000e+05, 2.022687884565601e-03, 6.733136118162893e+02, 5.026863687926905e-01, 4.887968686743659e-01
786, 4.205708839717261e-02, 1.250041877547296e-02, 2.606530047539267e+00, 8.808512223699088e-01, -8.427609225870922e-02, 3.014109000000000e+05, 2.015885985587941e-03, 7.039995812733544e+02, 5.035239657710954e-01, 4.846248594898728e-01
787, 4.257381221001601e-02, 1.250041877548724e-02, 2.609018348407286e+00, 8.630232322955652e-01, -8.933080092168766e-02, 3.014109000000001e+05, 2.008982018447591e-03, 7.334223752238668e+02, 5.045124119258586e-01, 4.796777302063133e-01
788, 4.303886363110633e-02, 1.250041877550009e-02, 2.611342473750714e+00, 8.453194060576313e-01, -9.397632058155715e-02, 3.014109000000001e+05, 2.002007909353169e-03, 7.613433618066038e+02, 5.056361226985109e-01, 4.740305125583514e-01
789, 4.345740992924129e-02, 1.250041877551167e-02, 2.613501002135185e+00, 8.278965029955525e-01, -9.819735214703848e-02, 3.014109000000000e+05, 1.995042290472249e-03, 7.875874057589758e+02, 5.068695489432510e-01, 4.678100654942045e-01
790, 4.383410160742452e-02, 1.250041877552208e-02, 2.615499019446538e+00, 8.108909471421291e-01, -1.019941231168828e-01, 3.014108999999999e+05, 1.988178711707409e-03, 8.120430437472647e+02, 5.081799931671090e-01, 4.611807216866496e-01
791, 4.417312410720382e-02, 1.250041877553145e-02, 2.617345764772195e+00, 7.944163324005767e-01, -1.053794635673735e-01, 3.014109000000000e+05, 1.981511083002957e-03, 8.346559355694443e+02, 5.095317445098219e-01, 4.543232230637613e-01
792, 4.447824434785953e-02, 1.250041877553988e-02, 2.619049070110555e+00, 7.785626560440201e-01, -1.083756106963360e-01, 3.014109000000000e+05, 1.975130459740310e-03, 8.554078803687968e+02, 5.108905397022786e-01, 4.474119192959753e-01
793, 4.475285257492316e-02, 1.250041877554747e-02, 2.620623616458123e+00, 7.634010170251069e-01, -1.110121639285501e-01, 3.014109000000000e+05, 1.969214432040988e-03, 8.741301380503907e+02, 5.122274059400052e-01, 4.405964516042252e-01
794, 4.722432619209202e-03, 1.282452111737228e-02, 2.631417418603307e+00, 1.047200901160967e+00, -4.000782748890696e-02, 3.014109000000000e+05, 3.422551620573911e-03, 1.289969805554251e+02, 4.997969415526160e-01, 4.997969410883526e-01
795, 8.972621980594380e-03, 1.282452111746523e-02, 2.608063180888480e+00, 1.062835227729459e+00, -3.430141877926361e-02, 3.014109000000000e+05, 3.025275727607026e-03, 2.120202270071331e+02, 4.996598442650043e-01, 4.996598418683955e-01
