"PointID","x","y","z","Pressure","Velocity_x","Velocity_y","Velocity_z","Turb_Kin_Energy","Omega"
8521, -3.518565682461730e-02, 3.551939168751238e-02, 1.274482022766595e-02, 5.765476157698487e+01, 6.434444955054409e-01, 4.459377991209538e-01, 3.901945012450605e+00, 1.267363218917999e+00, 3.220557822902953e+03
8522, -3.418536697999372e-02, 3.551939168751238e-02, 2.545470778896945e-02, 5.880860744824100e+01, 8.837112990900350e-01, 5.326165660104963e-01, 3.681648793699165e+00, 1.262216410288453e+00, 3.042930432640257e+03
8523, -3.252126387857648e-02, 3.551939168751238e-02, 3.809482576555844e-02, 5.960050630073393e+01, 1.139691266219464e+00, 6.225067066303015e-01, 3.570406214071121e+00, 1.256597913021443e+00, 2.882328790901165e+03
8524, -3.019790871129607e-02, 3.551939168751238e-02, 5.063052847266290e-02, 6.022085088675237e+01, 1.404944707780634e+00, 7.109301033046515e-01, 3.503813773339570e+00, 1.261850138099797e+00, 2.774025659839348e+03
8525, -2.722166963317166e-02, 3.551939168751238e-02, 6.302745642050868e-02, 6.068829598262989e+01, 1.675026378391078e+00, 7.962195431514351e-01, 3.453505714728464e+00, 1.280272474150933e+00, 2.711104425392468e+03
8526, -2.360070430864047e-02, 3.551939168751238e-02, 7.525163049129062e-02, 6.105317099371496e+01, 1.947339150049386e+00, 8.773246879662079e-01, 3.405126031223276e+00, 1.309238672697236e+00, 2.680754376054087e+03
8527, -1.934493755196692e-02, 3.551939168751238e-02, 8.726954507357264e-02, 6.134402019355506e+01, 2.220012625979478e+00, 9.534323579920274e-01, 3.351431735494154e+00, 1.346024766234414e+00, 2.674166180598184e+03
8528, -1.446603412401626e-02, 3.551939168751238e-02, 9.904825989883968e-02, 6.158248742179929e+01, 2.491385619810961e+00, 1.024090707778295e+00, 3.288465809712434e+00, 1.388785777456986e+00, 2.685024607307877e+03
8529, -8.977366759956112e-03, 3.551939168751238e-02, 1.105554903284842e-01, 6.178329924679290e+01, 2.760037216263598e+00, 1.089011374958208e+00, 3.214102774804773e+00, 1.436159174762869e+00, 2.708750289875015e+03
8530, -2.893979515518785e-03, 3.551939168751238e-02, 1.217596958437562e-01, 6.195621108222246e+01, 3.024748140834382e+00, 1.147955925263137e+00, 3.127276408394799e+00, 1.487020139423517e+00, 2.741972534036878e+03
8531, 3.767453467709819e-03, 3.551939168751238e-02, 1.326301664961331e-01, 6.210665415136786e+01, 3.284495623097810e+00, 1.200714437193357e+00, 3.027587745753084e+00, 1.540381510761698e+00, 2.782194519456307e+03
8532, 1.098867366495318e-02, 3.551939168751238e-02, 1.431371070811540e-01, 6.223647163533082e+01, 3.538468221676705e+00, 1.247127610502390e+00, 2.915062382768959e+00, 1.595372709691072e+00, 2.827564621557786e+03
8533, 1.874988821359153e-02, 3.551939168751238e-02, 1.532517188050038e-01, 6.234452193435898e+01, 3.786072979054490e+00, 1.287106326269685e+00, 2.789981693605335e+00, 1.651214768761587e+00, 2.876708623118740e+03
8534, 2.702982416402241e-02, 3.551939168751238e-02, 1.629462782200054e-01, 6.242717638154270e+01, 4.026914468434741e+00, 1.320637386779829e+00, 2.652749506656326e+00, 1.707250347126556e+00, 2.928617370798592e+03
8535, 3.580578678733701e-02, 3.551939168751238e-02, 1.721942132126630e-01, 6.247873785711057e+01, 4.260766967617119e+00, 1.347796407671361e+00, 2.503780197561505e+00, 1.762935661180322e+00, 2.982557983771133e+03
8536, 4.505372177999456e-02, 3.551939168751238e-02, 1.809701758359775e-01, 6.249175917848477e+01, 4.487526853860675e+00, 1.368749712061605e+00, 2.343422467173839e+00, 1.817795221603749e+00, 3.038015853120176e+03
8537, 5.474828119499617e-02, 3.551939168751238e-02, 1.892501117864084e-01, 6.245744218203919e+01, 4.707155664092698e+00, 1.383744671461790e+00, 2.171912985505533e+00, 1.871513561162732e+00, 3.094671158892772e+03
8538, 6.486289291884595e-02, 3.551939168751238e-02, 1.970113263350468e-01, 6.236555066003168e+01, 4.919504437793882e+00, 1.393093124788321e+00, 1.989302598535452e+00, 1.923756574833275e+00, 3.152752027346000e+03
8539, 7.536983350386683e-02, 3.551939168751238e-02, 2.042325465322901e-01, 6.220437035225709e+01, 5.124810493128894e+00, 1.397185580999037e+00, 1.795837620950484e+00, 1.974573071376907e+00, 3.212071853671862e+03
8540, 8.624030415624379e-02, 3.551939168751238e-02, 2.108939795155187e-01, 6.196110721108044e+01, 5.323584732224600e+00, 1.396411858757352e+00, 1.591791013038130e+00, 2.024233742296296e+00, 3.272405609845408e+03
8541, 9.744450967151581e-02, 3.551939168751238e-02, 2.169773667599561e-01, 6.162135933745196e+01, 5.516422207071453e+00, 1.391129460814594e+00, 1.377337074915621e+00, 2.072928498194206e+00, 3.333529989328128e+03
8542, 1.089517401011603e-01, 3.551939168751238e-02, 2.224660341240162e-01, 6.116830256440899e+01, 5.703935916224761e+00, 1.381604354734796e+00, 1.152607003815614e+00, 2.121055719948354e+00, 3.395676922319912e+03
8543, 1.207304549264274e-01, 3.551939168751238e-02, 2.273449375519669e-01, 6.058159955485425e+01, 5.887119309367836e+00, 1.367970342481285e+00, 9.179001313045215e-01, 2.169179889896048e+00, 3.459200555568434e+03
8544, 1.327483695087094e-01, 3.551939168751238e-02, 2.316007043086405e-01, 5.983590147643872e+01, 6.068021229871919e+00, 1.350159292241916e+00, 6.738894578351023e-01, 2.217878038513171e+00, 3.524237904844237e+03
8545, 1.449725435794913e-01, 3.551939168751238e-02, 2.352216696331716e-01, 5.889730971063768e+01, 6.250141712047601e+00, 1.327743652495754e+00, 4.213842572479561e-01, 2.267478770555275e+00, 3.590902196971538e+03
8546, 1.573694715273371e-01, 3.551939168751238e-02, 2.381979087112961e-01, 5.771096489508473e+01, 6.436952865861736e+00, 1.299532800525850e+00, 1.601963631018267e-01, 2.318853864921635e+00, 3.661181227712083e+03
8547, 1.699051742344415e-01, 3.551939168751238e-02, 2.405212638785765e-01, 5.616899483064189e+01, 6.628581274010725e+00, 1.262476525965672e+00, -1.108832632317494e-01, 2.375515563076943e+00, 3.742254764530149e+03
8548, 1.825452922110306e-01, 3.551939168751238e-02, 2.421853669799937e-01, 5.404743728399026e+01, 6.829086100436550e+00, 1.210476497712269e+00, -3.862432767927163e-01, 2.447902771070628e+00, 3.844489765895725e+03
8549, 1.952551797723340e-01, 3.551939168751238e-02, 2.431856568246173e-01, 5.106217861672545e+01, 7.098683270372567e+00, 1.139528273006701e+00, -6.420416577340592e-01, 2.543855375447355e+00, 3.951843790748502e+03
8550, -3.564635812791350e-02, 3.598072523239837e-02, 1.276896455988450e-02, 5.768405604559744e+01, 5.838543114088488e-01, 4.279714514487998e-01, 3.158198816780304e+00, 1.148939612155815e+00, 4.924019185436649e+03
8551, -3.464417329145072e-02, 3.598072523239837e-02, 2.550293027547020e-02, 5.885678789944807e+01, 8.007263429145788e-01, 5.090020345084562e-01, 2.999310520263864e+00, 1.121381352983545e+00, 4.643714900684050e+03
8552, -3.297691764198579e-02, 3.598072523239837e-02, 3.816699423185779e-02, 5.965771283017651e+01, 1.029750217839138e+00, 5.915627849850280e-01, 2.938615928712255e+00, 1.111271725223894e+00, 4.467529576267689e+03
8553, -3.064916101136436e-02, 3.598072523239837e-02, 5.072644511001110e-02, 6.028772082771732e+01, 1.264706359412666e+00, 6.717562692422997e-01, 2.905062734928852e+00, 1.121816618954142e+00, 4.389190441554819e+03
8554, -2.766728361871054e-02, 3.598072523239837e-02, 6.314685832806984e-02, 6.076459848541298e+01, 1.502017414258974e+00, 7.484711301394874e-01, 2.875843536029078e+00, 1.148933845249940e+00, 4.373377753704779e+03
8555, -2.403945858268985e-02, 3.598072523239837e-02, 7.539419039673563e-02, 6.113861920267989e+01, 1.740044763063491e+00, 8.210751816254350e-01, 2.842619323706582e+00, 1.187335810891562e+00, 4.393555630727126e+03
8556, -1.977562951955905e-02, 3.598072523239837e-02, 8.743487223010990e-02, 6.143840421530856e+01, 1.977322350848682e+00, 8.888758414962100e-01, 2.801206479643183e+00, 1.234020533912063e+00, 4.439682776694544e+03
8557, -1.488748328840503e-02, 3.598072523239837e-02, 9.923590115622488e-02, 6.168552994002169e+01, 2.212483769610311e+00, 9.515371330888611e-01, 2.749254726688220e+00, 1.287024369653164e+00, 4.504181272394549e+03
8558, -9.388417958276496e-03, 3.598072523239837e-02, 1.107649313750736e-01, 6.189475097438950e+01, 2.444364238251739e+00, 1.008873034343908e+00, 2.685629169744648e+00, 1.344953679421171e+00, 4.581618108495732e+03
8559, -3.293506085008002e-03, 3.598072523239837e-02, 1.219903626161992e-01, 6.207580179177125e+01, 2.671978691502432e+00, 1.060724610560078e+00, 2.609964297147617e+00, 1.406681420368529e+00, 4.668090611812414e+03
8560, 3.380546601607998e-03, 3.598072523239837e-02, 1.328814267528399e-01, 6.223406991301159e+01, 2.894521988559354e+00, 1.106944711573274e+00, 2.522363426272098e+00, 1.471227116147573e+00, 4.760792095107002e+03
8561, 1.061544698706518e-02, 3.598072523239837e-02, 1.434082721352258e-01, 6.237134495355161e+01, 3.111378530263378e+00, 1.147424807671284e+00, 2.423196736541659e+00, 1.537733635537516e+00, 4.857729334576943e+03
8562, 1.839136471229871e-02, 3.598072523239837e-02, 1.535420454118759e-01, 6.248642756457755e+01, 3.322122363441309e+00, 1.182114826049399e+00, 2.312970839642716e+00, 1.605446702398416e+00, 4.957517062794652e+03
8563, 2.668698652732124e-02, 3.598072523239837e-02, 1.632549706146287e-01, 6.257563785681614e+01, 3.526501471153137e+00, 1.211031940399157e+00, 2.192232408561391e+00, 1.673745733233820e+00, 5.059236247866294e+03
8564, 3.547957470935931e-02, 3.598072523239837e-02, 1.725204252906407e-01, 6.263324116385411e+01, 3.724413589646337e+00, 1.234271580681745e+00, 2.061488735329100e+00, 1.742133950951907e+00, 5.162312480490821e+03
8565, 4.474502938537128e-02, 3.598072523239837e-02, 1.813130134726787e-01, 6.265176609907907e+01, 3.915861990343164e+00, 1.252006204750881e+00, 1.921152306537366e+00, 1.810196432737121e+00, 5.266418309599335e+03
8566, 5.445795458812411e-02, 3.598072523239837e-02, 1.896086352877012e-01, 6.262232508305572e+01, 4.100909084995600e+00, 1.264482350083990e+00, 1.771510121810877e+00, 1.877644675370901e+00, 5.371400447049361e+03
8567, 6.459172786477416e-02, 3.598072523239837e-02, 1.973845530129348e-01, 6.253460653632201e+01, 4.279639197711910e+00, 1.272006765180606e+00, 1.612727302656430e+00, 1.944175905601010e+00, 5.477273968540870e+03
8568, 7.511857324716006e-02, 3.598072523239837e-02, 2.046194533983920e-01, 6.237710089945242e+01, 4.452307766565688e+00, 1.274931635709512e+00, 1.444976566987234e+00, 2.009882235282999e+00, 5.584245303372140e+03
8569, 8.600963738380078e-02, 3.598072523239837e-02, 2.112935060850080e-01, 6.213710524789401e+01, 4.619347536224903e+00, 1.273609276396226e+00, 1.268427819228408e+00, 2.075160401858255e+00, 5.692767800275989e+03
8570, 9.723506862492640e-02, 3.598072523239837e-02, 2.173884179582765e-01, 6.180024998795344e+01, 4.781328364658712e+00, 1.268369344474060e+00, 1.083216834258121e+00, 2.140085957720915e+00, 5.803044725716174e+03
8571, 1.087640988437751e-01, 3.598072523239837e-02, 2.228874832884050e-01, 6.134980226531627e+01, 4.938907851857741e+00, 1.259455925595947e+00, 8.894719077252691e-01, 2.205293074521068e+00, 5.915813448498854e+03
8572, 1.205651277698901e-01, 3.598072523239837e-02, 2.277756295195590e-01, 6.076554425846253e+01, 5.093170867468582e+00, 1.246977460817825e+00, 6.874657596111513e-01, 2.271702152715127e+00, 6.031990846158389e+03
8573, 1.326058096032643e-01, 3.598072523239837e-02, 2.320394585826898e-01, 6.002234167181289e+01, 5.246266907697985e+00, 1.230839094855854e+00, 4.777907690778528e-01, 2.340311202803854e+00, 6.152647933701736e+03
8574, 1.448531416719301e-01, 3.598072523239837e-02, 2.356672836187105e-01, 5.908643363373690e+01, 5.401734324479537e+00, 1.210625000517079e+00, 2.611541742136254e-01, 2.412267954604436e+00, 6.279934182176871e+03
8575, 1.572735548899889e-01, 3.598072523239837e-02, 2.386491610113644e-01, 5.790291845452386e+01, 5.562749472894293e+00, 1.185370881201003e+00, 3.731369658305622e-02, 2.489009738636655e+00, 6.417711556066139e+03
8576, 1.698330057681422e-01, 3.598072523239837e-02, 2.409769176419858e-01, 5.636358428094422e+01, 5.725655522608077e+00, 1.152307610889804e+00, -1.952026119257570e-01, 2.573478064855220e+00, 6.574597930010449e+03
8577, 1.824970697245298e-01, 3.598072523239837e-02, 2.426441732914507e-01, 5.424108246969944e+01, 5.883080257148102e+00, 1.103913286539673e+00, -4.313449993510439e-01, 2.676407456117468e+00, 6.765989188647241e+03
8578, 1.952310354401154e-01, 3.598072523239837e-02, 2.436463581279135e-01, 5.126004241616077e+01, 6.096986677973104e+00, 1.031941447711817e+00, -6.487454433950118e-01, 2.818631072551482e+00, 6.998075084907362e+03
8579, -3.606098930173107e-02, 3.639592542364795e-02, 1.279069445892580e-02, 5.768494124107604e+01, 4.464494353615412e-01, 3.438364689741344e-01, 2.081391484191898e+00, 8.698205809757140e-01, 9.957660633525215e+03
8580, -3.505709897260953e-02, 3.639592542364795e-02, 2.554633051340996e-02, 5.882773985169469e+01, 6.133615005462951e-01, 4.069580353404605e-01, 2.013668726747060e+00, 8.390290133208040e-01, 9.633345909230058e+03
8581, -3.338700602989589e-02, 3.639592542364795e-02, 3.823194585166052e-02, 5.963580138672501e+01, 7.856045130883900e-01, 4.711489253494694e-01, 2.008176874296341e+00, 8.529155113191474e-01, 9.593160585368943e+03
8582, -3.105528808225935e-02, 3.639592542364795e-02, 5.081277008380165e-02, 6.027225730562658e+01, 9.598484907203596e-01, 5.325461020959940e-01, 2.004572100290211e+00, 8.889611661569391e-01, 9.678412123216742e+03
8583, -2.806833620651866e-02, 3.639592542364795e-02, 6.325432004509543e-02, 6.075310511251508e+01, 1.134189874425702e+00, 5.906129769600389e-01, 1.994227433349285e+00, 9.373045748376942e-01, 9.818161030212472e+03
8584, -2.443433743014475e-02, 3.639592542364795e-02, 7.552249431189947e-02, 6.113077826563207e+01, 1.308243583211430e+00, 6.452566950233514e-01, 1.976626294892291e+00, 9.913585372762392e-01, 9.980781234317441e+03
8585, -2.016325229118757e-02, 3.639592542364795e-02, 8.758366667129883e-02, 6.143459305311037e+01, 1.481047823662948e+00, 6.959565070891839e-01, 1.950742300011861e+00, 1.052711629385231e+00, 1.016561678398072e+04
8586, -1.526678753713342e-02, 3.639592542364795e-02, 9.940477828821816e-02, 6.168608181842112e+01, 1.651697127042896e+00, 7.425334232057781e-01, 1.915619847005126e+00, 1.120063971027181e+00, 1.036528543231529e+04
8587, -9.758364037524142e-03, 3.639592542364795e-02, 1.109534283173909e-01, 6.189982432581107e+01, 1.819430868429119e+00, 7.849319933572889e-01, 1.870864046997931e+00, 1.192162322043193e+00, 1.057388475937149e+04
8588, -3.653079998286290e-03, 3.639592542364795e-02, 1.221979627118240e-01, 6.208540965732289e+01, 1.983612203534657e+00, 8.231001229368160e-01, 1.816545502140655e+00, 1.267964375606584e+00, 1.078732598146055e+04
8589, 3.032330421401663e-03, 3.639592542364795e-02, 1.331075609843401e-01, 6.224812442083906e+01, 2.143727898560257e+00, 8.569753170771450e-01, 1.753014681347772e+00, 1.346577256825891e+00, 1.100289202751199e+04
8590, 1.027954297627653e-02, 3.639592542364795e-02, 1.436523206843913e-01, 6.238968781810278e+01, 2.299394754835700e+00, 8.865106884216604e-01, 1.680753660177241e+00, 1.427234797093551e+00, 1.121886579973511e+04
8591, 1.806869356047297e-02, 3.639592542364795e-02, 1.538033393585971e-01, 6.250884697852376e+01, 2.450358875555075e+00, 9.116940405606183e-01, 1.600287527554860e+00, 1.509280123692891e+00, 1.143427059797314e+04
8592, 2.637843265365689e-02, 3.639592542364795e-02, 1.635327937703598e-01, 6.260188213268945e+01, 2.596489645285730e+00, 9.325608942218957e-01, 1.512126715062649e+00, 1.592197189077571e+00, 1.164870094850311e+04
8593, 3.518598383857677e-02, 3.639592542364795e-02, 1.728140161614232e-01, 6.266302938147604e+01, 2.737764714262461e+00, 9.492034522267775e-01, 1.416722137202336e+00, 1.675607025592529e+00, 1.186217799086396e+04
8594, 4.446720622964015e-02, 3.639592542364795e-02, 1.816215673463431e-01, 6.268479162820501e+01, 2.874239581291270e+00, 9.617683211400716e-01, 1.314434866689080e+00, 1.759233924392398e+00, 1.207501522983404e+04
8595, 5.419666064140294e-02, 3.639592542364795e-02, 1.899313064395270e-01, 6.265827209422456e+01, 3.006026089268032e+00, 9.704558161081449e-01, 1.205523880806282e+00, 1.842926167533665e+00, 1.228771844277272e+04
8596, 6.434767931560864e-02, 3.639592542364795e-02, 1.977204570237235e-01, 6.257316126461685e+01, 3.133285918938201e+00, 9.755109709903704e-01, 1.090157334671857e+00, 1.926599223070909e+00, 1.250095766743017e+04
8597, 7.489243901565984e-02, 3.639592542364795e-02, 2.049676695785983e-01, 6.241795125398023e+01, 3.256268025471117e+00, 9.772084503681550e-01, 9.684566307178357e-01, 2.010469537142675e+00, 1.271577549316963e+04
8598, 8.580203728817599e-02, 3.639592542364795e-02, 2.116530799982863e-01, 6.218005281757529e+01, 3.375274252946698e+00, 9.758201106680232e-01, 8.404891489038325e-01, 2.095040786057528e+00, 1.293363356572710e+04
8599, 9.704657168260905e-02, 3.639592542364795e-02, 2.177583640375241e-01, 6.184508668470829e+01, 3.490527185393092e+00, 9.715515951141179e-01, 7.062678584831439e-01, 2.180742012693311e+00, 1.315678021031538e+04
8600, 1.085952217117818e-01, 3.639592542364795e-02, 2.232667875371334e-01, 6.139614835928556e+01, 3.602676953078240e+00, 9.645991471722843e-01, 5.659414537100991e-01, 2.268441028445835e+00, 1.338695122931935e+04
8601, 1.204163333287012e-01, 3.639592542364795e-02, 2.281632522911876e-01, 6.081301051261855e+01, 3.712921660240612e+00, 9.550582292961176e-01, 4.197979628329491e-01, 2.359444239308701e+00, 1.362655502346598e+04
8602, 1.324775056881005e-01, 3.639592542364795e-02, 2.324343374301447e-01, 6.007050475588795e+01, 3.823290553104436e+00, 9.428252848259688e-01, 2.683076514458287e-01, 2.455595780557200e+00, 1.388013755897587e+04
8603, 1.447456799549046e-01, 3.639592542364795e-02, 2.360683362065187e-01, 5.913481360438179e+01, 3.937012519647226e+00, 9.275567750371377e-01, 1.119986585701666e-01, 2.559486486675347e+00, 1.415518244789545e+04
8604, 1.571872299161984e-01, 3.639592542364795e-02, 2.390552880822593e-01, 5.795170007801666e+01, 4.056547128670623e+00, 9.086081479136791e-01, -4.937373829527872e-02, 2.673791438854329e+00, 1.446030186594003e+04
8605, 1.697680541483395e-01, 3.639592542364795e-02, 2.413870060298959e-01, 5.641751708695060e+01, 4.175719511246968e+00, 8.841286761802487e-01, -2.170714078737625e-01, 2.798782596288587e+00, 1.479537190895496e+04
8606, 1.824536694865900e-01, 3.639592542364795e-02, 2.430570989726095e-01, 5.431369761703267e+01, 4.274865859623976e+00, 8.469192896485503e-01, -3.869388805324031e-01, 2.934324522843193e+00, 1.514531981815297e+04
8607, 1.952093055410742e-01, 3.639592542364795e-02, 2.440609893017311e-01, 5.129191740963547e+01, 4.392525207121388e+00, 7.804588126888404e-01, -5.421268105804086e-01, 3.101816480275738e+00, 1.554984064552174e+04
8608, 2.080000000000000e-01, 3.915883875668526e-02, 2.412372624514071e-01, 4.613875951797944e+01, 5.345314152534486e+00, 8.254885882558973e-01, -9.154199035611513e-01, 3.417991906780407e+00, 1.424306029416518e+04
8609, 2.080000000000000e-01, 3.857929436105303e-02, 2.408257665229509e-01, 4.620451319527362e+01, 7.086095630847586e+00, 1.040311855747505e+00, -1.050001434953512e+00, 2.773938938426056e+00, 6.119146651592645e+03
8610, 2.080000000000000e-01, 3.793535614500554e-02, 2.403685488256047e-01, 4.597354397436722e+01, 8.038038328360539e+00, 1.116103029203926e+00, -1.029538387995107e+00, 2.417320658833182e+00, 3.371213353599764e+03
8611, 2.080000000000000e-01, 3.721986923697174e-02, 2.398605291609535e-01, 4.576423796142893e+01, 8.684811977007822e+00, 1.138653951938749e+00, -9.376058206806823e-01, 2.201755873215644e+00, 2.150548825135647e+03
8612, 2.080000000000000e-01, 3.642488378383006e-02, 2.392960628670592e-01, 4.552367072737856e+01, 9.181630430243324e+00, 1.130244339544111e+00, -8.037423295497895e-01, 2.030191210674968e+00, 1.507161242817353e+03
8613, 2.080000000000000e-01, 3.554156661323160e-02, 2.386688780957525e-01, 4.526944653900939e+01, 9.601266691390041e+00, 1.099390806588889e+00, -6.363886723991298e-01, 1.866907305701961e+00, 1.121604782044003e+03
8614, 2.080000000000000e-01, 3.456010309323353e-02, 2.379720061296853e-01, 4.498970592866257e+01, 9.970793516948492e+00, 1.050207459482732e+00, -4.403436372015794e-01, 1.697541424550270e+00, 8.687359707103732e+02
8615, 2.080000000000000e-01, 3.346958806935360e-02, 2.371977039439876e-01, 4.467468110985718e+01, 1.029353865456237e+01, 9.874821833822369e-01, -2.222382869075205e-01, 1.520572830786416e+00, 6.925297706272211e+02
8616, 2.080000000000000e-01, 3.225790471022681e-02, 2.363373681826265e-01, 4.432026974535112e+01, 1.056516493461512e+01, 9.162908391358027e-01, 9.784197109508209e-03, 1.342972143464939e+00, 5.649349664605494e+02
8617, 2.080000000000000e-01, 3.091158986349972e-02, 2.353814395565824e-01, 4.389678140530915e+01, 1.078281426117949e+01, 8.416679406004077e-01, 2.485068634237828e-01, 1.173136042424618e+00, 4.698964373143421e+02
8618, 2.080000000000000e-01, 4.166446797251907e-02, 2.378606909474699e-01, 4.499438337261066e+01, 5.576760721467672e+00, 8.572472955146533e-01, -1.139097721380051e+00, 3.629691698058081e+00, 1.260822186704724e+04
8619, 2.080000000000000e-01, 4.093588320163138e-02, 2.374658609638988e-01, 4.503890065671001e+01, 7.385458374688143e+00, 1.059326057082992e+00, -1.282120285649295e+00, 2.785507057889899e+00, 5.383041218193870e+03
8620, 2.080000000000000e-01, 4.012634456897328e-02, 2.370271609830536e-01, 4.478808129698112e+01, 8.356114889674870e+00, 1.118514979136729e+00, -1.228809209004321e+00, 2.353524768293475e+00, 2.935837829550424e+03
8621, 2.080000000000000e-01, 3.922685719770080e-02, 2.365397165589969e-01, 4.455583358331658e+01, 9.000421515050096e+00, 1.127155297003932e+00, -1.091857460333779e+00, 2.114566348901179e+00, 1.867770529402159e+03
8622, 2.080000000000000e-01, 3.822742678546397e-02, 2.359981116435344e-01, 4.429877619577611e+01, 9.489851391642324e+00, 1.107343671990551e+00, -9.077721884379087e-01, 1.935711223084735e+00, 1.314190798641149e+03
8623, 2.080000000000000e-01, 3.711694854909081e-02, 2.353963284038311e-01, 4.403301174776996e+01, 9.901060071243641e+00, 1.066273829781960e+00, -6.863918608532212e-01, 1.766526809716379e+00, 9.834397010462443e+02
8624, 2.080000000000000e-01, 3.588308384564162e-02, 2.347276803616847e-01, 4.374166444254414e+01, 1.025583486658387e+01, 1.008338425453427e+00, -4.351835071297061e-01, 1.589679119015106e+00, 7.650237426720212e+02
8625, 2.080000000000000e-01, 3.451212306194469e-02, 2.339847380915023e-01, 4.341512971051272e+01, 1.055187716989632e+01, 9.395219659991968e-01, -1.651170131574533e-01, 1.406249056688254e+00, 6.112733719775599e+02
8626, 2.080000000000000e-01, 3.298883330321148e-02, 2.331592466806925e-01, 4.305167322794470e+01, 1.078412313640291e+01, 8.650991070866997e-01, 1.126168231448888e-01, 1.225936148959786e+00, 4.987902350218695e+02
8627, 2.080000000000000e-01, 3.129628912275185e-02, 2.322420339997989e-01, 4.262375957032199e+01, 1.095178197015339e+01, 7.888597684053276e-01, 3.905961742589760e-01, 1.058064709368308e+00, 4.144835169481352e+02
8628, 2.080000000000000e-01, 4.389569708293065e-02, 2.342882015339492e-01, 4.377875528345937e+01, 5.734933655809592e+00, 8.446392243046820e-01, -1.352033474215701e+00, 3.852320172427219e+00, 1.142205574105201e+04
8629, 2.080000000000000e-01, 4.303439386280268e-02, 2.339216911264467e-01, 4.380605227907189e+01, 7.596280144394811e+00, 1.036052382486841e+00, -1.510200078944495e+00, 2.841338315644031e+00, 4.866699243157371e+03
8630, 2.080000000000000e-01, 4.207739028684693e-02, 2.335144573411685e-01, 4.353464772305308e+01, 8.591682989640946e+00, 1.085350245871298e+00, -1.428879612529180e+00, 2.336786035058656e+00, 2.637393322215715e+03
8631, 2.080000000000000e-01, 4.101405297827607e-02, 2.330619753566950e-01, 4.328309335779488e+01, 9.243820283335003e+00, 1.086528519550946e+00, -1.249035289894301e+00, 2.066544029546909e+00, 1.673472418829514e+03
8632, 2.080000000000000e-01, 3.983256708020463e-02, 2.325592175963137e-01, 4.301247501105821e+01, 9.733954728049641e+00, 1.061247598499884e+00, -1.015225991119769e+00, 1.870710116175019e+00, 1.178507023375163e+03
8633, 2.080000000000000e-01, 3.851980497058090e-02, 2.320005978622778e-01, 4.273504769230011e+01, 1.013829369194153e+01, 1.016338561779038e+00, -7.405408263281831e-01, 1.689650279803294e+00, 8.836264735884702e+02
8634, 2.080000000000000e-01, 3.706118040862603e-02, 2.313799092707317e-01, 4.243354519954516e+01, 1.047408722814699e+01, 9.569071379125651e-01, -4.368052461858506e-01, 1.503518420259734e+00, 6.883429894706667e+02
8635, 2.080000000000000e-01, 3.544048644843158e-02, 2.306902552790753e-01, 4.210071765295972e+01, 1.073792235392855e+01, 8.894075575691289e-01, -1.190458192591291e-01, 1.315199308943306e+00, 5.503454772285755e+02
8636, 2.080000000000000e-01, 3.363971538264832e-02, 2.299239730665915e-01, 4.173678296533713e+01, 1.092660710233194e+01, 8.185057920869999e-01, 1.997223190980326e-01, 1.136348519720245e+00, 4.499781537801808e+02
8637, 2.080000000000000e-01, 3.163885863805480e-02, 2.290725483839968e-01, 4.131429052250738e+01, 1.104184399431345e+01, 7.467000769534043e-01, 5.121440267185863e-01, 9.770615144309341e-01, 3.768233970398333e+02
8638, 2.080000000000000e-01, 4.583728453065931e-02, 2.305431231509388e-01, 4.246814909330615e+01, 5.847025287434986e+00, 7.951255568376878e-01, -1.556228353176842e+00, 4.065928984274048e+00, 1.055328703310862e+04
8639, 2.080000000000000e-01, 4.486049138888926e-02, 2.302151982936621e-01, 4.247430799058959e+01, 7.749613144767341e+00, 9.746769392607963e-01, -1.733921825339197e+00, 2.915841318675581e+00, 4.499322063193985e+03
8640, 2.080000000000000e-01, 4.377516567803902e-02, 2.298508373418803e-01, 4.218425065943676e+01, 8.768319661972917e+00, 1.019044843197152e+00, -1.628875302415176e+00, 2.346878941477233e+00, 2.431532016613782e+03
8641, 2.080000000000000e-01, 4.256924821932347e-02, 2.294459918391567e-01, 4.191756190426840e+01, 9.432974372594623e+00, 1.018850412080325e+00, -1.409110921359525e+00, 2.043631779615325e+00, 1.539272217860787e+03
8642, 2.080000000000000e-01, 4.122933993224807e-02, 2.289961635029270e-01, 4.163726299082415e+01, 9.926888188818852e+00, 9.943850785251959e-01, -1.127420932582690e+00, 1.828354129702378e+00, 1.083093108776314e+03
8643, 2.080000000000000e-01, 3.974055294586536e-02, 2.284963542401998e-01, 4.135251221521624e+01, 1.032317628344112e+01, 9.525444139293568e-01, -8.017383058545250e-01, 1.634027964598560e+00, 8.122501973754379e+02
8644, 2.080000000000000e-01, 3.808634518808737e-02, 2.279410106165823e-01, 4.104936830275764e+01, 1.063687514043454e+01, 8.989996127805877e-01, -4.489505668811506e-01, 1.439632940541505e+00, 6.330762142650173e+02
8645, 2.080000000000000e-01, 3.624833656553646e-02, 2.273239621449569e-01, 4.072215899193522e+01, 1.086584240283609e+01, 8.398674649071576e-01, -8.756359376829423e-02, 1.249493282259145e+00, 5.072130900964328e+02
